saos_id|date|court|case_number|type|saos_url
541076|2025-12-11|SO|VII Ka 681/25|Wyrok|https://www.saos.org.pl/judgments/541076
538596|2025-11-28|SO|IV Ka 914/25|Wyrok|https://www.saos.org.pl/judgments/538596
531201|2025-06-30|SO|II AKa 268/24|Uzasadnienie|https://www.saos.org.pl/judgments/531201
543168|2025-06-04|SO|II AKa 145/25|Wyrok|https://www.saos.org.pl/judgments/543168
531031|2025-03-24|SO|II AKa 215/23|Uzasadnienie|https://www.saos.org.pl/judgments/531031
532729|2025-03-13|SO|II AKa 25/25|Wyrok|https://www.saos.org.pl/judgments/532729
522092|2025-02-13|SO|IV Ka 778/24|Wyrok|https://www.saos.org.pl/judgments/522092
520965|2025-01-20|SO|II AKa 179/24|Uzasadnienie|https://www.saos.org.pl/judgments/520965
503865|2024-07-18|SO|II Ka 245/24|Wyrok|https://www.saos.org.pl/judgments/503865
507953|2024-06-28|SO|IV Ka 228/24|Uzasadnienie|https://www.saos.org.pl/judgments/507953
500616|2024-02-01|SO|II AKa 196/23|Uzasadnienie|https://www.saos.org.pl/judgments/500616
523145|2024-01-19|SO|II AKa 186/22|Wyrok|https://www.saos.org.pl/judgments/523145
500962|2023-07-12|SO|II AKa 329/21|Uzasadnienie|https://www.saos.org.pl/judgments/500962
500744|2023-06-02|SO|II AKa 243/21|Wyrok|https://www.saos.org.pl/judgments/500744
500841|2023-06-01|SO|II AKa 276/22|Wyrok|https://www.saos.org.pl/judgments/500841
491081|2023-05-22|SO|II AKa 92/23|Wyrok|https://www.saos.org.pl/judgments/491081
483836|2023-03-06|SO|VI Ka 118/22|Uzasadnienie|https://www.saos.org.pl/judgments/483836
500495|2023-01-02|SO|II AKa 144/22|Uzasadnienie|https://www.saos.org.pl/judgments/500495
482464|2022-12-05|SO|II Ka 768/22|Wyrok|https://www.saos.org.pl/judgments/482464
479711|2022-09-23|SO|II AKa 169/20|Uzasadnienie|https://www.saos.org.pl/judgments/479711
477100|2022-08-10|SO|II AKa 138/22|Wyrok|https://www.saos.org.pl/judgments/477100
489234|2022-06-14|SO|II AKa 252/21|Wyrok|https://www.saos.org.pl/judgments/489234
465523|2022-04-19|SO|II AKa 15/21|Uzasadnienie|https://www.saos.org.pl/judgments/465523
479052|2022-04-12|SO|II AKa 45/22|Wyrok|https://www.saos.org.pl/judgments/479052
527557|2022-03-21|SO|II Ka 160/21|Wyrok|https://www.saos.org.pl/judgments/527557
465991|2022-03-08|SO|II AKa 225/21|Wyrok|https://www.saos.org.pl/judgments/465991
462055|2022-02-25|SO|II AKa 204/20|Wyrok|https://www.saos.org.pl/judgments/462055
479314|2022-01-28|SO|VI Ka 589/21|Wyrok|https://www.saos.org.pl/judgments/479314
457061|2021-11-19|SO|IV Ka 557/21|Uzasadnienie|https://www.saos.org.pl/judgments/457061
444826|2021-05-17|SO|II AKa 289/20|Wyrok|https://www.saos.org.pl/judgments/444826
432304|2021-01-18|SO|II AKa 139/20|Wyrok|https://www.saos.org.pl/judgments/432304
425123|2020-10-01|SO|II AKa 126/20|Wyrok|https://www.saos.org.pl/judgments/425123
424034|2020-09-15|SO|IV Ka 326/20|Uzasadnienie|https://www.saos.org.pl/judgments/424034
420537|2020-09-14|SO|II AKa 68/20|Uzasadnienie|https://www.saos.org.pl/judgments/420537
411407|2020-02-28|SO|IV Ka 41/20|Uzasadnienie|https://www.saos.org.pl/judgments/411407
412485|2020-02-03|SO|V Ka 482/19|Wyrok|https://www.saos.org.pl/judgments/412485
402994|2019-11-07|SO|VI Ka 490/19|Wyrok|https://www.saos.org.pl/judgments/402994
387435|2019-06-19|SO|II Ka 170/19|Wyrok|https://www.saos.org.pl/judgments/387435
393206|2019-05-14|SO|IV Ka 787/18|Wyrok|https://www.saos.org.pl/judgments/393206
489240|2019-05-08|SO|II AKa 506/18|Wyrok|https://www.saos.org.pl/judgments/489240
380339|2019-04-19|SO|VIII Ka 835/18|Wyrok|https://www.saos.org.pl/judgments/380339
384531|2019-04-17|SO|II AKa 407/18|Wyrok|https://www.saos.org.pl/judgments/384531
371629|2018-12-11|SO|II AKa 433/17|Wyrok|https://www.saos.org.pl/judgments/371629
368164|2018-11-28|SO|II AKa 377/17|Wyrok|https://www.saos.org.pl/judgments/368164
359698|2018-10-19|SO|II Ka 400/18|Wyrok|https://www.saos.org.pl/judgments/359698
369490|2018-09-17|SO|II AKa 29/18|Wyrok|https://www.saos.org.pl/judgments/369490
358433|2018-08-09|SO|VI Ka 1330/17|Wyrok|https://www.saos.org.pl/judgments/358433
359023|2018-08-08|SO|II K 159/16|Wyrok|https://www.saos.org.pl/judgments/359023
354987|2018-07-13|SO|VII Ka 534/18|Wyrok|https://www.saos.org.pl/judgments/354987
387788|2018-07-10|SO|II AKa 211/17|Uzasadnienie|https://www.saos.org.pl/judgments/387788
352503|2018-06-05|SO|IV Ka 729/14|Uzasadnienie|https://www.saos.org.pl/judgments/352503
342333|2018-05-14|SO|IV Ka 365/18|Wyrok|https://www.saos.org.pl/judgments/342333
355616|2018-05-08|SO|VI Ka 326/18|Wyrok|https://www.saos.org.pl/judgments/355616
343295|2018-05-08|SO|II AKa 94/18|Wyrok|https://www.saos.org.pl/judgments/343295
361657|2018-04-12|SO|II AKa 584/17|Wyrok|https://www.saos.org.pl/judgments/361657
500975|2018-04-05|SO|II AKa 336/17|Wyrok|https://www.saos.org.pl/judgments/500975
336429|2018-03-29|SO|V Ka 80/18|Wyrok|https://www.saos.org.pl/judgments/336429
349134|2018-03-15|SO|II AKa 21/18|Wyrok|https://www.saos.org.pl/judgments/349134
343874|2018-03-05|SO|VI Ka 1114/17|Wyrok|https://www.saos.org.pl/judgments/343874
325949|2018-02-02|SO|II Ka 822/17|Wyrok|https://www.saos.org.pl/judgments/325949
369676|2018-01-17|SO|IV K 370/17|Uzasadnienie|https://www.saos.org.pl/judgments/369676
339896|2018-01-16|SO|VI Ka 126/17|Wyrok|https://www.saos.org.pl/judgments/339896
314036|2017-10-18|SO|XVII Ka 1047/17|Wyrok|https://www.saos.org.pl/judgments/314036
316696|2017-10-04|SO|IX Ka 888/17|Wyrok|https://www.saos.org.pl/judgments/316696
328409|2017-09-26|SO|VI Ka 605/17|Uzasadnienie|https://www.saos.org.pl/judgments/328409
316251|2017-09-12|SO|II AKa 388/16|Wyrok|https://www.saos.org.pl/judgments/316251
299848|2017-08-22|SO|II Ka 254/17|Wyrok|https://www.saos.org.pl/judgments/299848
298910|2017-07-20|SO|II AKa 174/17|Wyrok|https://www.saos.org.pl/judgments/298910
