saos_id|date|court|case_number|type|saos_url
280682|2017-01-12|SO|II AKa 411/16|Wyrok|https://www.saos.org.pl/judgments/280682
60294|2014-08-08|SO|V S 41/14|Uzasadnienie|https://www.saos.org.pl/judgments/60294
35339|2014-01-09|SO|II Ka 579/13|Wyrok|https://www.saos.org.pl/judgments/35339
1359|2012-09-05|SO|II S 18/12|Postanowienie|https://www.saos.org.pl/judgments/1359
110341|2011-07-18|TK|SK 10/10|Wyrok|https://www.saos.org.pl/judgments/110341
107442|2005-05-19|TK|Ts 153/04|Postanowienie|https://www.saos.org.pl/judgments/107442
107010|2004-09-21|TK|Ts 153/04|Postanowienie|https://www.saos.org.pl/judgments/107010
