saos_id|date|court|case_number|type|saos_url
537838|2025-03-10|SO|IV P 230/24|Wyrok|https://www.saos.org.pl/judgments/537838
492648|2023-05-30|SO|VI P 380/19|Wyrok|https://www.saos.org.pl/judgments/492648
446408|2021-06-21|SO|V Pa 69/19|Wyrok|https://www.saos.org.pl/judgments/446408
409049|2020-04-03|SO|VIII Pa 196/19|Zarządzenie|https://www.saos.org.pl/judgments/409049
371613|2019-01-22|SO|X P 597/17|Wyrok|https://www.saos.org.pl/judgments/371613
412591|2018-11-27|SO|IV U 1452/17|Wyrok|https://www.saos.org.pl/judgments/412591
233606|2016-05-25|SO|V Pa 87/15|Wyrok|https://www.saos.org.pl/judgments/233606
228575|2016-04-21|SO|III APa 3/16|Wyrok|https://www.saos.org.pl/judgments/228575
186554|2015-11-19|SO|IV P 821/13|Wyrok|https://www.saos.org.pl/judgments/186554
233732|2015-06-18|SO|II K 995/14|Wyrok|https://www.saos.org.pl/judgments/233732
16678|2013-06-04|SO|V Pa 29/11|Wyrok|https://www.saos.org.pl/judgments/16678
101347|2013-04-10|SN|II PK 282/12|Wyrok|https://www.saos.org.pl/judgments/101347
100971|2013-03-08|SN|II PK 204/12|Wyrok|https://www.saos.org.pl/judgments/100971
84097|2006-02-15|SN|II PZP 11/05|Uchwała|https://www.saos.org.pl/judgments/84097
83147|2005-01-18|SN|II PK 151/04|Wyrok|https://www.saos.org.pl/judgments/83147
80381|2001-03-07|SN|I PKN 281/00|Wyrok|https://www.saos.org.pl/judgments/80381
