saos_id|date|court|case_number|type|saos_url
491660|2023-07-10|SO|II AKzw 749/23|Postanowienie|https://www.saos.org.pl/judgments/491660
501389|2023-03-28|SO|II AKzw 297/23|Postanowienie|https://www.saos.org.pl/judgments/501389
446477|2021-08-31|SO|II Kzw 155/21|Postanowienie|https://www.saos.org.pl/judgments/446477
378396|2019-04-09|SO|II Ko 128/19|Postanowienie|https://www.saos.org.pl/judgments/378396
362242|2018-11-06|SO|IV Ka 936/18|Uzasadnienie|https://www.saos.org.pl/judgments/362242
308067|2016-10-14|SO|II Ca 423/16|Wyrok|https://www.saos.org.pl/judgments/308067
234703|2016-06-22|SO|II K 464/16|Wyrok|https://www.saos.org.pl/judgments/234703
74287|2014-12-23|SO|II Kzw 292/14|Postanowienie|https://www.saos.org.pl/judgments/74287
71904|2014-11-13|SO|IV Ka 720/14|Wyrok|https://www.saos.org.pl/judgments/71904
147242|2014-07-09|SO|II AKzw 341/14|Postanowienie|https://www.saos.org.pl/judgments/147242
44424|2014-04-18|SO|IV Kzw 436/14|Postanowienie|https://www.saos.org.pl/judgments/44424
271792|2014-01-09|SO|VII K 1593/13|Wyrok|https://www.saos.org.pl/judgments/271792
20798|2013-08-26|SO|VIII Ka 437/13|Wyrok|https://www.saos.org.pl/judgments/20798
389635|2006-05-10|SO|II AKzw 379/06|Postanowienie|https://www.saos.org.pl/judgments/389635
