saos_id|date|court|case_number|type|saos_url
501523|2023-09-26|SO|II C 622/20|Wyrok|https://www.saos.org.pl/judgments/501523
486795|2023-02-20|SO|XXV C 516/22|Wyrok|https://www.saos.org.pl/judgments/486795
501537|2022-05-09|SO|II C 851/18|Wyrok|https://www.saos.org.pl/judgments/501537
468557|2022-04-13|SO|XXV C 1486/17|Wyrok|https://www.saos.org.pl/judgments/468557
493790|2022-04-05|SO|I ACa 178/21|Wyrok|https://www.saos.org.pl/judgments/493790
423438|2020-10-07|SO|I ACa 16/20|Wyrok|https://www.saos.org.pl/judgments/423438
471469|2020-01-23|SO|I C 759/19|Wyrok|https://www.saos.org.pl/judgments/471469
384991|2019-05-22|SO|II C 896/18|Uzasadnienie|https://www.saos.org.pl/judgments/384991
328107|2018-01-18|SO|I C 248/17|Wyrok|https://www.saos.org.pl/judgments/328107
181511|2015-09-23|SO|I ACa 747/15|Wyrok|https://www.saos.org.pl/judgments/181511
73166|2014-11-27|SO|I ACa 548/14|Wyrok|https://www.saos.org.pl/judgments/73166
146633|2014-05-21|SO|I C 814/13|Wyrok|https://www.saos.org.pl/judgments/146633
125954|2014-05-09|SO|I ACa 186/14|Wyrok|https://www.saos.org.pl/judgments/125954
145459|2014-01-23|SO|I C 1719/13|Wyrok|https://www.saos.org.pl/judgments/145459
36386|2013-11-21|SO|I ACa 911/13|Wyrok|https://www.saos.org.pl/judgments/36386
52569|2013-09-06|SO|XXIII Ga 810/13|Postanowienie|https://www.saos.org.pl/judgments/52569
5321|2013-01-17|SO|I ACa 1152/12|Wyrok|https://www.saos.org.pl/judgments/5321
