saos_id|date|court|case_number|type|saos_url
465324|2022-03-08|SO|IV Ca 1419/21|Wyrok|https://www.saos.org.pl/judgments/465324
456878|2021-12-14|SO|IV Ca 612/21|Wyrok|https://www.saos.org.pl/judgments/456878
325608|2017-03-17|SO|XV C 164/16|Wyrok|https://www.saos.org.pl/judgments/325608
147836|2014-07-09|SO|I Ca 127/14|Wyrok|https://www.saos.org.pl/judgments/147836
145983|2014-04-29|SO|I Ca 113/14|Wyrok|https://www.saos.org.pl/judgments/145983
103740|2013-12-04|SN|II CSK 84/13|Postanowienie|https://www.saos.org.pl/judgments/103740
25128|2013-08-08|SO|I ACa 232/13|Wyrok|https://www.saos.org.pl/judgments/25128
