saos_id|date|court|case_number|type|saos_url
540293|2025-12-29|SO|I Co 2371/25|Postanowienie|https://www.saos.org.pl/judgments/540293
539835|2025-12-29|SO|I Co 2372/25|Postanowienie|https://www.saos.org.pl/judgments/539835
539834|2025-09-05|SO|I Co 1258/25|Postanowienie|https://www.saos.org.pl/judgments/539834
533107|2025-07-29|SO|I Co 1145/25|Postanowienie|https://www.saos.org.pl/judgments/533107
520474|2025-01-22|SO|I Co 2683/24|Postanowienie|https://www.saos.org.pl/judgments/520474
423397|2020-07-14|SO|III Cz 337/20|Postanowienie|https://www.saos.org.pl/judgments/423397
423019|2020-06-10|SO|III Cz 491/19|Postanowienie|https://www.saos.org.pl/judgments/423019
423294|2020-04-23|SO|III Cz 207/20|Postanowienie|https://www.saos.org.pl/judgments/423294
423390|2020-04-21|SO|III Cz 1240/19|Postanowienie|https://www.saos.org.pl/judgments/423390
423502|2020-04-07|SO|III Cz 1304/19|Postanowienie|https://www.saos.org.pl/judgments/423502
448072|2020-03-11|SO|V ACz 49/20|Postanowienie|https://www.saos.org.pl/judgments/448072
423010|2020-03-04|SO|III Cz 1196/19|Postanowienie|https://www.saos.org.pl/judgments/423010
414331|2020-01-13|SO|II Cz 36/20|Postanowienie|https://www.saos.org.pl/judgments/414331
