saos_id|date|court|case_number|type|score|saos_url
205537|1992-06-24|TK|W 11/91|Uchwała|100|https://www.saos.org.pl/judgments/205537
91337|2009-11-26|SN|III CZP 98/09|Uchwała|89|https://www.saos.org.pl/judgments/91337
243317|2015-09-17|SN|II CSK 755/14|Wyrok|78|https://www.saos.org.pl/judgments/243317
245561|2015-06-03|SN|V CSK 566/14|Wyrok|78|https://www.saos.org.pl/judgments/245561
167507|2014-11-27|SN|IV CSK 135/14|Wyrok|78|https://www.saos.org.pl/judgments/167507
165754|2014-04-25|SN|II CSK 433/13|Wyrok|78|https://www.saos.org.pl/judgments/165754
165628|2014-02-20|SN|I CSK 230/13|Wyrok|78|https://www.saos.org.pl/judgments/165628
104276|2014-01-30|SN|IV CSK 229/13|Wyrok|78|https://www.saos.org.pl/judgments/104276
102446|2013-07-10|SN|V CSK 320/12|Wyrok|78|https://www.saos.org.pl/judgments/102446
95009|2011-05-18|SN|III CSK 263/10|Wyrok|78|https://www.saos.org.pl/judgments/95009
94637|2011-04-08|SN|II CSK 464/10|Wyrok|78|https://www.saos.org.pl/judgments/94637
93049|2010-10-06|SN|II CSK 174/10|Wyrok|78|https://www.saos.org.pl/judgments/93049
92718|2010-07-27|SN|II CSK 121/10|Wyrok|78|https://www.saos.org.pl/judgments/92718
92643|2010-07-15|SN|IV CSK 25/10|Wyrok|78|https://www.saos.org.pl/judgments/92643
91878|2010-02-18|SN|III UK 75/09|Wyrok|78|https://www.saos.org.pl/judgments/91878
89912|2009-03-19|SN|IV CSK 437/08|Wyrok|78|https://www.saos.org.pl/judgments/89912
89509|2009-01-21|SN|II KK 197/08|Wyrok|78|https://www.saos.org.pl/judgments/89509
89248|2008-11-25|SN|II CSK 346/08|Wyrok|78|https://www.saos.org.pl/judgments/89248
88067|2008-05-15|SN|I CSK 526/07|Wyrok|78|https://www.saos.org.pl/judgments/88067
87648|2008-03-18|SN|IV CSK 529/07|Wyrok|78|https://www.saos.org.pl/judgments/87648
84777|2006-12-01|SN|I CSK 299/06|Wyrok|78|https://www.saos.org.pl/judgments/84777
164204|2006-04-11|SN|I CSK 185/05|Wyrok|78|https://www.saos.org.pl/judgments/164204
83290|2005-03-18|SN|II CK 526/04|Wyrok|78|https://www.saos.org.pl/judgments/83290
81747|2002-12-04|SN|III RN 206/01|Wyrok|78|https://www.saos.org.pl/judgments/81747
79506|2000-01-25|SN|II UKN 341/99|Wyrok|78|https://www.saos.org.pl/judgments/79506
168601|2015-03-19|SN|IV CSK 360/14|Postanowienie|69|https://www.saos.org.pl/judgments/168601
